Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,11,168,673.8461538461539,1,11162.0
,,,,,,336.92307692307696,2,10556.0
,,,,,,1179.2307692307693,3,10105.0
,,,,,,505.3846153846154,4,9878.0
,,,,,,842.3076923076924,5,9843.0
,,,,,,2021.5384615384617,6,10017.0
,,,,,,1853.076923076923,7,10390.0
,,,,,,168.46153846153848,8,10727.0
,,,,,,842.3076923076924,9,11298.0
,,,,,,168.46153846153848,10,11859.0
,,,,,,168.46153846153848,11,12196.0
,,,,,,,12,12321.0
,,,,,,,13,12381.0
,,,,,,,14,12270.0
,,,,,,,15,12149.0
,,,,,,,16,12219.0
,,,,,,,17,13410.0
,,,,,,,18,14539.0
,,,,,,,19,14454.0
,,,,,,,20,14012.0
,,,,,,,21,13494.0
,,,,,,,22,12772.0
,,,,,,,23,11877.0
,,,,,,,24,10874.0
,,,,,,,25,10025.0
,,,,,,,26,9511.0
,,,,,,,27,9264.0
,,,,,,,28,9208.0
,,,,,,,29,9410.0
,,,,,,,30,9924.0
,,,,,,,31,10696.0
,,,,,,,32,11329.0
,,,,,,,33,12105.0
,,,,,,,34,12899.0
,,,,,,,35,13482.0
,,,,,,,36,13721.0
,,,,,,,37,13699.0
,,,,,,,38,13611.0
,,,,,,,39,13568.0
,,,,,,,40,13774.0
,,,,,,,41,15066.0
,,,,,,,42,16374.0
,,,,,,,43,16230.0
,,,,,,,44,15838.0
,,,,,,,45,15197.0
,,,,,,,46,14189.0
,,,,,,,47,12940.0
,,,,,,,48,11808.0
,,,,,,,49,11057.0
,,,,,,,50,10682.0
,,,,,,,51,10502.0
,,,,,,,52,10524.0
,,,,,,,53,10901.0
,,,,,,,54,12021.0
,,,,,,,55,14003.0
,,,,,,,56,15113.0
,,,,,,,57,15301.0
,,,,,,,58,15406.0
,,,,,,,59,15544.0
,,,,,,,60,15570.0
,,,,,,,61,15507.0
,,,,,,,62,15485.0
,,,,,,,63,15426.0
,,,,,,,64,15639.0
,,,,,,,65,16860.0
,,,,,,,66,18195.0
,,,,,,,67,18230.0
,,,,,,,68,17924.0
,,,,,,,69,17341.0
,,,,,,,70,16318.0
,,,,,,,71,14952.0
,,,,,,,72,13756.0
,,,,,,,73,13012.0
,,,,,,,74,12621.0
,,,,,,,75,12422.0
,,,,,,,76,12444.0
,,,,,,,77,12784.0
,,,,,,,78,13840.0
,,,,,,,79,15761.0
,,,,,,,80,16807.0
,,,,,,,81,16828.0
,,,,,,,82,16783.0
,,,,,,,83,16745.0
,,,,,,,84,16581.0
,,,,,,,85,16344.0
,,,,,,,86,16204.0
,,,,,,,87,16076.0
,,,,,,,88,16242.0
,,,,,,,89,17378.0
,,,,,,,90,18302.0
,,,,,,,91,18160.0
,,,,,,,92,17737.0
,,,,,,,93,17058.0
,,,,,,,94,15936.0
,,,,,,,95,14506.0
,,,,,,,96,13182.0
,,,,,,,97,12336.0
,,,,,,,98,11885.0
,,,,,,,99,11656.0
,,,,,,,100,11615.0
,,,,,,,101,11913.0
,,,,,,,102,12890.0
,,,,,,,103,14747.0
,,,,,,,104,15835.0
,,,,,,,105,15951.0
,,,,,,,106,16021.0
,,,,,,,107,15949.0
,,,,,,,108,15726.0
,,,,,,,109,15531.0
,,,,,,,110,15455.0
,,,,,,,111,15333.0
,,,,,,,112,15432.0
,,,,,,,113,16412.0
,,,,,,,114,17485.0
,,,,,,,115,17422.0
,,,,,,,116,17026.0
,,,,,,,117,16390.0
,,,,,,,118,15340.0
,,,,,,,119,13927.0
,,,,,,,120,12708.0
,,,,,,,121,11909.0
,,,,,,,122,11476.0
,,,,,,,123,11254.0
,,,,,,,124,11199.0
,,,,,,,125,11472.0
,,,,,,,126,12442.0
,,,,,,,127,14265.0
,,,,,,,128,15358.0
,,,,,,,129,15484.0
,,,,,,,130,15500.0
,,,,,,,131,15432.0
,,,,,,,132,15203.0
,,,,,,,133,14952.0
,,,,,,,134,14820.0
,,,,,,,135,14614.0
,,,,,,,136,14685.0
,,,,,,,137,15541.0
,,,,,,,138,16362.0
