local_time,1,2,3,4,5,6
2018-01-01 00:00:00,0.534,0.47400000000000003,0.501,0.973,0.971,0.973
2018-01-01 01:00:00,0.499,0.435,0.467,0.973,0.971,0.972
2018-01-01 02:00:00,0.458,0.41100000000000003,0.444,0.973,0.971,0.971
2018-01-01 03:00:00,0.461,0.41200000000000003,0.451,0.971,0.97,0.973
2018-01-01 04:00:00,0.468,0.41000000000000003,0.456,0.966,0.97,0.973
2018-01-01 05:00:00,0.467,0.404,0.455,0.966,0.97,0.973
2018-01-01 06:00:00,0.47300000000000003,0.405,0.453,0.969,0.969,0.972
2018-01-01 07:00:00,0.46,0.388,0.449,0.967,0.964,0.971
2018-01-01 08:00:00,0.428,0.381,0.431,0.964,0.9550000000000001,0.969
2018-01-01 09:00:00,0.34500000000000003,0.304,0.361,0.9540000000000001,0.9440000000000001,0.965
2018-01-01 10:00:00,0.216,0.198,0.23800000000000002,0.926,0.918,0.9560000000000001
2018-01-01 11:00:00,0.114,0.112,0.133,0.878,0.892,0.9430000000000001
2018-01-01 12:00:00,0.056,0.054,0.065,0.8220000000000001,0.87,0.9380000000000001
2018-01-01 13:00:00,0.026000000000000002,0.029,0.029,0.769,0.859,0.9390000000000001
2018-01-01 14:00:00,0.013000000000000001,0.015,0.015,0.744,0.855,0.9400000000000001
2018-01-01 15:00:00,0.008,0.009000000000000001,0.011,0.739,0.842,0.935
2018-01-01 16:00:00,0.012,0.012,0.012,0.706,0.803,0.915
2018-01-01 17:00:00,0.028,0.026000000000000002,0.029,0.632,0.739,0.868
2018-01-01 18:00:00,0.052000000000000005,0.082,0.081,0.5760000000000001,0.67,0.799
2018-01-01 19:00:00,0.066,0.112,0.121,0.5730000000000001,0.616,0.748
2018-01-01 20:00:00,0.068,0.105,0.123,0.5750000000000001,0.5760000000000001,0.731
2018-01-01 21:00:00,0.074,0.10400000000000001,0.10300000000000001,0.548,0.523,0.735
2018-01-01 22:00:00,0.07,0.097,0.08600000000000001,0.52,0.47100000000000003,0.704
2018-01-01 23:00:00,0.059000000000000004,0.096,0.075,0.523,0.47100000000000003,0.7010000000000001
2018-01-02 00:00:00,0.043000000000000003,0.089,0.077,0.537,0.503,0.727
2018-01-02 01:00:00,0.031,0.077,0.081,0.533,0.523,0.76
2018-01-02 02:00:00,0.028,0.057,0.066,0.527,0.516,0.775
2018-01-02 03:00:00,0.023,0.041,0.056,0.553,0.491,0.755
2018-01-02 04:00:00,0.027,0.032,0.046,0.5710000000000001,0.52,0.71
2018-01-02 05:00:00,0.044,0.037,0.041,0.586,0.526,0.6990000000000001
2018-01-02 06:00:00,0.073,0.052000000000000005,0.048,0.598,0.534,0.68
2018-01-02 07:00:00,0.099,0.069,0.05,0.611,0.557,0.668
2018-01-02 08:00:00,0.073,0.083,0.051000000000000004,0.615,0.551,0.635
2018-01-02 09:00:00,0.014,0.043000000000000003,0.019,0.581,0.544,0.625
2018-01-02 10:00:00,0.004,0.013000000000000001,0.002,0.534,0.509,0.5720000000000001
2018-01-02 11:00:00,0.005,0.005,0.0,0.465,0.515,0.548
2018-01-02 12:00:00,0.018000000000000002,0.01,0.005,0.391,0.542,0.586
2018-01-02 13:00:00,0.063,0.029,0.026000000000000002,0.387,0.584,0.594
2018-01-02 14:00:00,0.124,0.085,0.096,0.455,0.651,0.62
2018-01-02 15:00:00,0.179,0.161,0.196,0.501,0.717,0.72
2018-01-02 16:00:00,0.202,0.227,0.299,0.55,0.743,0.846
2018-01-02 17:00:00,0.124,0.20400000000000001,0.328,0.654,0.807,0.893
2018-01-02 18:00:00,0.036000000000000004,0.093,0.272,0.758,0.868,0.9400000000000001
2018-01-02 19:00:00,0.005,0.011,0.171,0.834,0.91,0.966
2018-01-02 20:00:00,0.0,0.0,0.067,0.863,0.914,0.973
2018-01-02 21:00:00,0.008,0.01,0.011,0.849,0.887,0.97
2018-01-02 22:00:00,0.114,0.101,0.014,0.8140000000000001,0.857,0.9570000000000001
2018-01-02 23:00:00,0.369,0.341,0.10400000000000001,0.771,0.8230000000000001,0.9460000000000001
2018-01-03 00:00:00,0.677,0.614,0.317,0.732,0.763,0.9390000000000001
2018-01-03 01:00:00,0.797,0.7020000000000001,0.486,0.708,0.74,0.914
2018-01-03 02:00:00,0.8310000000000001,0.715,0.545,0.75,0.79,0.904
2018-01-03 03:00:00,0.848,0.75,0.627,0.768,0.794,0.904
2018-01-03 04:00:00,0.857,0.777,0.6950000000000001,0.772,0.769,0.897
2018-01-03 05:00:00,0.848,0.774,0.72,0.764,0.744,0.906
2018-01-03 06:00:00,0.842,0.78,0.718,0.754,0.727,0.906
2018-01-03 07:00:00,0.846,0.79,0.718,0.706,0.6950000000000001,0.893
2018-01-03 08:00:00,0.756,0.684,0.583,0.645,0.617,0.903
2018-01-03 09:00:00,0.34800000000000003,0.268,0.293,0.653,0.67,0.907
2018-01-03 10:00:00,0.115,0.08700000000000001,0.136,0.559,0.586,0.881
2018-01-03 11:00:00,0.125,0.049,0.169,0.512,0.5,0.8300000000000001
2018-01-03 12:00:00,0.116,0.034,0.16,0.465,0.453,0.745
2018-01-03 13:00:00,0.061,0.01,0.10400000000000001,0.454,0.443,0.673
2018-01-03 14:00:00,0.036000000000000004,0.004,0.073,0.428,0.426,0.617
2018-01-03 15:00:00,0.021,0.003,0.065,0.402,0.396,0.5730000000000001
2018-01-03 16:00:00,0.004,0.002,0.056,0.35000000000000003,0.335,0.524
2018-01-03 17:00:00,0.0,0.002,0.026000000000000002,0.279,0.278,0.459
2018-01-03 18:00:00,0.0,0.005,0.007,0.17,0.184,0.376
2018-01-03 19:00:00,0.008,0.022,0.001,0.08600000000000001,0.092,0.291
2018-01-03 20:00:00,0.047,0.064,0.001,0.038,0.033,0.223
