"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2011-01-01 00:00:00,0.082,0.104,0.206,0.884,0.893,0.645
2011-01-01 01:00:00,0.075,0.164,0.169,0.886,0.913,0.683
2011-01-01 02:00:00,0.156,0.266,0.141,0.887,0.915,0.673
2011-01-01 03:00:00,0.384,0.335,0.113,0.898,0.907,0.633
2011-01-01 04:00:00,0.549,0.308,0.145,0.911,0.891,0.632
2011-01-01 05:00:00,0.559,0.29,0.246,0.903,0.883,0.614
2011-01-01 06:00:00,0.545,0.381,0.348,0.904,0.885,0.538
2011-01-01 07:00:00,0.556,0.539,0.354,0.919,0.891,0.505
2011-01-01 08:00:00,0.595,0.581,0.312,0.924,0.891,0.614
2011-01-01 09:00:00,0.575,0.632,0.279,0.943,0.898,0.79
2011-01-01 10:00:00,0.599,0.68,0.341,0.956,0.91,0.88
2011-01-01 11:00:00,0.614,0.694,0.474,0.957,0.914,0.916
2011-01-01 12:00:00,0.616,0.672,0.617,0.96,0.914,0.927
2011-01-01 13:00:00,0.615,0.654,0.698,0.962,0.907,0.927
2011-01-01 14:00:00,0.466,0.497,0.57,0.959,0.881,0.95
2011-01-01 15:00:00,0.523,0.471,0.578,0.973,0.971,0.97
2011-01-01 16:00:00,0.384,0.499,0.563,0.971,0.968,0.964
2011-01-01 17:00:00,0.213,0.421,0.519,0.958,0.938,0.948
2011-01-01 18:00:00,0.145,0.41,0.517,0.927,0.884,0.927
2011-01-01 19:00:00,0.133,0.427,0.492,0.88,0.809,0.9
2011-01-01 20:00:00,0.159,0.454,0.415,0.826,0.715,0.871
2011-01-01 21:00:00,0.167,0.451,0.362,0.792,0.645,0.847
2011-01-01 22:00:00,0.073,0.361,0.235,0.785,0.601,0.818
2011-01-01 23:00:00,0.005,0.261,0.09,0.829,0.658,0.785
2011-01-02 00:00:00,0.002,0.169,0.026,0.883,0.79,0.814
2011-01-02 01:00:00,0.006,0.086,0.012,0.899,0.868,0.821
2011-01-02 02:00:00,0.031,0.025,0.039,0.899,0.893,0.8
2011-01-02 03:00:00,0.081,0.004,0.117,0.885,0.863,0.75
2011-01-02 04:00:00,0.139,0.001,0.18,0.862,0.817,0.732
2011-01-02 05:00:00,0.183,0.001,0.192,0.835,0.787,0.761
2011-01-02 06:00:00,0.213,0.004,0.157,0.812,0.763,0.773
2011-01-02 07:00:00,0.229,0.026,0.117,0.8,0.745,0.775
2011-01-02 08:00:00,0.226,0.102,0.095,0.799,0.74,0.803
2011-01-02 09:00:00,0.225,0.195,0.098,0.799,0.735,0.828
2011-01-02 10:00:00,0.207,0.241,0.109,0.794,0.723,0.838
2011-01-02 11:00:00,0.163,0.249,0.117,0.788,0.701,0.832
2011-01-02 12:00:00,0.134,0.224,0.124,0.771,0.67,0.82
2011-01-02 13:00:00,0.107,0.179,0.138,0.722,0.617,0.798
2011-01-02 14:00:00,0.055,0.1,0.117,0.561,0.538,0.695
2011-01-02 15:00:00,0.02,0.016,0.063,0.565,0.548,0.65
2011-01-02 16:00:00,0.028,0.006,0.107,0.496,0.453,0.545
2011-01-02 17:00:00,0.073,0.062,0.264,0.379,0.329,0.442
2011-01-02 18:00:00,0.203,0.227,0.399,0.271,0.228,0.37
2011-01-02 19:00:00,0.34,0.314,0.42,0.201,0.167,0.33
2011-01-02 20:00:00,0.391,0.312,0.382,0.161,0.15,0.329
2011-01-02 21:00:00,0.37,0.272,0.293,0.158,0.188,0.375
2011-01-02 22:00:00,0.301,0.236,0.19,0.19,0.279,0.473
2011-01-02 23:00:00,0.397,0.322,0.162,0.283,0.474,0.584
2011-01-03 00:00:00,0.636,0.442,0.206,0.373,0.631,0.655
2011-01-03 01:00:00,0.812,0.54,0.341,0.433,0.661,0.655
2011-01-03 02:00:00,0.89,0.649,0.524,0.461,0.653,0.654
2011-01-03 03:00:00,0.912,0.745,0.65,0.467,0.639,0.645
2011-01-03 04:00:00,0.905,0.816,0.717,0.455,0.617,0.645
2011-01-03 05:00:00,0.89,0.848,0.75,0.436,0.592,0.626
2011-01-03 06:00:00,0.87,0.857,0.773,0.413,0.562,0.593
2011-01-03 07:00:00,0.854,0.854,0.792,0.387,0.532,0.577
2011-01-03 08:00:00,0.839,0.84,0.784,0.365,0.512,0.573
2011-01-03 09:00:00,0.824,0.835,0.776,0.37,0.5,0.576
2011-01-03 10:00:00,0.817,0.829,0.771,0.39,0.497,0.571
2011-01-03 11:00:00,0.803,0.817,0.757,0.419,0.516,0.58
2011-01-03 12:00:00,0.784,0.797,0.75,0.457,0.567,0.62
2011-01-03 13:00:00,0.743,0.75,0.742,0.505,0.635,0.688
2011-01-03 14:00:00,0.556,0.616,0.616,0.449,0.564,0.663
2011-01-03 15:00:00,0.267,0.347,0.365,0.417,0.636,0.773
2011-01-03 16:00:00,0.586,0.556,0.717,0.413,0.612,0.747
2011-01-03 17:00:00,0.758,0.769,0.879,0.369,0.562,0.683
2011-01-03 18:00:00,0.777,0.758,0.895,0.312,0.505,0.628
2011-01-03 19:00:00,0.757,0.677,0.87,0.257,0.455,0.596
2011-01-03 20:00:00,0.676,0.573,0.81,0.219,0.427,0.562
2011-01-03 21:00:00,0.611,0.52,0.743,0.214,0.415,0.533
2011-01-03 22:00:00,0.585,0.479,0.654,0.24,0.427,0.533
2011-01-03 23:00:00,0.707,0.52,0.647,0.338,0.491,0.548
2011-01-04 00:00:00,0.829,0.647,0.751,0.46,0.619,0.62
2011-01-04 01:00:00,0.869,0.75,0.817,0.523,0.668,0.648
2011-01-04 02:00:00,0.874,0.817,0.833,0.545,0.645,0.625
2011-01-04 03:00:00,0.867,0.834,0.805,0.512,0.613,0.585
2011-01-04 04:00:00,0.848,0.806,0.751,0.452,0.577,0.541
2011-01-04 05:00:00,0.811,0.763,0.685,0.373,0.505,0.512
2011-01-04 06:00:00,0.745,0.716,0.584,0.307,0.42,0.499
2011-01-04 07:00:00,0.615,0.648,0.46,0.268,0.38,0.512
2011-01-04 08:00:00,0.483,0.468,0.409,0.243,0.455,0.48
2011-01-04 09:00:00,0.384,0.297,0.257,0.249,0.555,0.464
2011-01-04 10:00:00,0.381,0.187,0.16,0.261,0.491,0.508
2011-01-04 11:00:00,0.41,0.151,0.128,0.244,0.362,0.531
2011-01-04 12:00:00,0.474,0.179,0.128,0.217,0.267,0.518
2011-01-04 13:00:00,0.525,0.24,0.147,0.192,0.242,0.55
2011-01-04 14:00:00,0.414,0.227,0.142,0.184,0.236,0.512
2011-01-04 15:00:00,0.351,0.188,0.113,0.163,0.28,0.609
2011-01-04 16:00:00,0.223,0.108,0.067,0.19,0.41,0.698
