"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2015-01-01 00:00:00,0.003,0.009,0.019,0.697,0.785,0.869
2015-01-01 01:00:00,0.004,0.025,0.017,0.737,0.821,0.883
2015-01-01 02:00:00,0.011,0.101,0.039,0.756,0.85,0.889
2015-01-01 03:00:00,0.025,0.092,0.078,0.762,0.86,0.881
2015-01-01 04:00:00,0.011,0.064,0.057,0.767,0.852,0.855
2015-01-01 05:00:00,0.018,0.07,0.047,0.75,0.819,0.805
2015-01-01 06:00:00,0.008,0.048,0.05,0.7,0.785,0.766
2015-01-01 07:00:00,0.001,0.038,0.033,0.664,0.758,0.763
2015-01-01 08:00:00,0.001,0.035,0.014,0.633,0.727,0.767
2015-01-01 09:00:00,0.001,0.029,0.003,0.614,0.692,0.755
2015-01-01 10:00:00,0.001,0.059,0.002,0.581,0.683,0.771
2015-01-01 11:00:00,0.009,0.119,0.016,0.573,0.698,0.816
2015-01-01 12:00:00,0.02,0.075,0.061,0.573,0.708,0.849
2015-01-01 13:00:00,0.005,0.031,0.05,0.587,0.661,0.845
2015-01-01 14:00:00,0.003,0.056,0.017,0.611,0.59,0.808
2015-01-01 15:00:00,0.005,0.06,0.018,0.574,0.545,0.744
2015-01-01 16:00:00,0.006,0.025,0.031,0.495,0.504,0.683
2015-01-01 17:00:00,0.019,0.013,0.016,0.42,0.416,0.559
2015-01-01 18:00:00,0.03,0.007,0.005,0.335,0.305,0.393
2015-01-01 19:00:00,0.04,0.002,0.001,0.267,0.205,0.266
2015-01-01 20:00:00,0.052,0.002,0.001,0.247,0.15,0.176
2015-01-01 21:00:00,0.053,0.003,0.001,0.25,0.14,0.114
2015-01-01 22:00:00,0.045,0.001,0.002,0.299,0.178,0.093
2015-01-01 23:00:00,0.035,0.001,0.005,0.395,0.261,0.116
2015-01-02 00:00:00,0.022,0.007,0.015,0.45,0.341,0.162
2015-01-02 01:00:00,0.015,0.013,0.035,0.44,0.332,0.19
2015-01-02 02:00:00,0.009,0.011,0.045,0.428,0.268,0.172
2015-01-02 03:00:00,0.006,0.017,0.047,0.382,0.193,0.135
2015-01-02 04:00:00,0.001,0.005,0.039,0.313,0.148,0.116
2015-01-02 05:00:00,0,0,0.01,0.258,0.13,0.099
2015-01-02 06:00:00,0.004,0.001,0.005,0.223,0.115,0.091
2015-01-02 07:00:00,0.003,0.007,0.014,0.189,0.099,0.086
2015-01-02 08:00:00,0.007,0.012,0.021,0.174,0.086,0.079
2015-01-02 09:00:00,0.021,0.013,0.014,0.162,0.09,0.077
2015-01-02 10:00:00,0.024,0.015,0.017,0.152,0.092,0.08
2015-01-02 11:00:00,0.031,0.025,0.035,0.151,0.089,0.082
2015-01-02 12:00:00,0.053,0.034,0.058,0.156,0.092,0.084
2015-01-02 13:00:00,0.064,0.055,0.091,0.151,0.089,0.092
2015-01-02 14:00:00,0.067,0.1,0.116,0.112,0.056,0.096
2015-01-02 15:00:00,0.084,0.135,0.139,0.064,0.029,0.086
2015-01-02 16:00:00,0.109,0.149,0.164,0.03,0.011,0.073
2015-01-02 17:00:00,0.132,0.141,0.171,0.013,0.002,0.065
2015-01-02 18:00:00,0.152,0.101,0.136,0.002,0.004,0.051
2015-01-02 19:00:00,0.135,0.073,0.097,0.002,0.008,0.03
2015-01-02 20:00:00,0.096,0.077,0.09,0.012,0.008,0.015
2015-01-02 21:00:00,0.086,0.07,0.095,0.023,0.004,0.006
2015-01-02 22:00:00,0.087,0.078,0.092,0.031,0.004,0.003
2015-01-02 23:00:00,0.09,0.109,0.098,0.064,0.013,0.005
