"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2014-01-01 00:00:00,0.946,0.868,0.848,0.069,0.064,0.29
2014-01-01 01:00:00,0.954,0.931,0.9,0.04,0.056,0.229
2014-01-01 02:00:00,0.937,0.934,0.907,0.023,0.044,0.17
2014-01-01 03:00:00,0.922,0.922,0.898,0.014,0.029,0.1
2014-01-01 04:00:00,0.912,0.916,0.879,0.009,0.016,0.051
2014-01-01 05:00:00,0.909,0.912,0.868,0.006,0.007,0.036
2014-01-01 06:00:00,0.913,0.906,0.864,0.004,0.002,0.036
2014-01-01 07:00:00,0.915,0.896,0.867,0.003,0.001,0.051
2014-01-01 08:00:00,0.915,0.881,0.87,0.001,0,0.064
2014-01-01 09:00:00,0.914,0.863,0.867,0,0.001,0.082
2014-01-01 10:00:00,0.91,0.845,0.858,0,0.003,0.096
2014-01-01 11:00:00,0.901,0.825,0.842,0,0.01,0.1
2014-01-01 12:00:00,0.893,0.819,0.831,0.002,0.019,0.113
2014-01-01 13:00:00,0.887,0.828,0.834,0.006,0.025,0.118
2014-01-01 14:00:00,0.855,0.801,0.839,0.005,0.016,0.109
2014-01-01 15:00:00,0.732,0.614,0.814,0,0.007,0.08
2014-01-01 16:00:00,0.79,0.686,0.863,0,0.004,0.053
2014-01-01 17:00:00,0.862,0.821,0.89,0,0.006,0.036
2014-01-01 18:00:00,0.868,0.839,0.912,0,0.008,0.032
2014-01-01 19:00:00,0.861,0.848,0.923,0,0.008,0.033
2014-01-01 20:00:00,0.838,0.855,0.926,0,0.006,0.038
2014-01-01 21:00:00,0.771,0.837,0.906,0,0.002,0.043
2014-01-01 22:00:00,0.778,0.686,0.83,0,0.001,0.052
2014-01-01 23:00:00,0.938,0.678,0.807,0,0,0.074
2014-01-02 00:00:00,0.963,0.911,0.792,0,0.001,0.093
2014-01-02 01:00:00,0.961,0.973,0.93,0.002,0.001,0.083
2014-01-02 02:00:00,0.973,0.963,0.973,0.013,0.002,0.063
2014-01-02 03:00:00,0.97,0.97,0.972,0.032,0.004,0.061
2014-01-02 04:00:00,0.957,0.946,0.957,0.042,0.014,0.102
2014-01-02 05:00:00,0.918,0.933,0.926,0.048,0.02,0.18
2014-01-02 06:00:00,0.883,0.911,0.914,0.088,0.021,0.233
2014-01-02 07:00:00,0.86,0.894,0.916,0.363,0.092,0.259
2014-01-02 08:00:00,0.822,0.861,0.91,0.778,0.552,0.368
2014-01-02 09:00:00,0.777,0.839,0.901,0.919,0.859,0.652
2014-01-02 10:00:00,0.712,0.789,0.866,0.971,0.928,0.834
2014-01-02 11:00:00,0.576,0.674,0.799,0.972,0.96,0.884
2014-01-02 12:00:00,0.486,0.542,0.706,0.972,0.973,0.937
2014-01-02 13:00:00,0.453,0.468,0.602,0.972,0.973,0.97
2014-01-02 14:00:00,0.399,0.407,0.587,0.969,0.973,0.966
2014-01-02 15:00:00,0.318,0.337,0.548,0.971,0.973,0.968
2014-01-02 16:00:00,0.171,0.144,0.338,0.973,0.966,0.973
2014-01-02 17:00:00,0.08,0.059,0.222,0.97,0.942,0.97
2014-01-02 18:00:00,0.031,0.022,0.14,0.966,0.925,0.956
2014-01-02 19:00:00,0.011,0.007,0.08,0.968,0.921,0.936
2014-01-02 20:00:00,0.006,0.002,0.04,0.967,0.917,0.926
2014-01-02 21:00:00,0.005,0,0.017,0.96,0.907,0.914
2014-01-02 22:00:00,0.004,0,0.004,0.939,0.866,0.861
2014-01-02 23:00:00,0.01,0.001,0.001,0.896,0.777,0.771
2014-01-03 00:00:00,0.052,0.012,0.003,0.843,0.74,0.777
2014-01-03 01:00:00,0.139,0.059,0.018,0.775,0.712,0.82
2014-01-03 02:00:00,0.282,0.167,0.077,0.735,0.676,0.86
2014-01-03 03:00:00,0.459,0.362,0.199,0.734,0.663,0.893
2014-01-03 04:00:00,0.623,0.576,0.365,0.732,0.668,0.883
2014-01-03 05:00:00,0.745,0.722,0.52,0.719,0.661,0.846
2014-01-03 06:00:00,0.814,0.788,0.608,0.702,0.644,0.794
2014-01-03 07:00:00,0.836,0.811,0.655,0.687,0.616,0.737
2014-01-03 08:00:00,0.822,0.817,0.681,0.678,0.605,0.685
2014-01-03 09:00:00,0.804,0.824,0.715,0.675,0.613,0.666
2014-01-03 10:00:00,0.797,0.836,0.75,0.668,0.615,0.673
2014-01-03 11:00:00,0.794,0.846,0.773,0.654,0.612,0.674
2014-01-03 12:00:00,0.792,0.858,0.785,0.639,0.6,0.651
2014-01-03 13:00:00,0.795,0.868,0.792,0.59,0.551,0.573
2014-01-03 14:00:00,0.706,0.822,0.668,0.348,0.29,0.329
2014-01-03 15:00:00,0.61,0.801,0.512,0.246,0.175,0.164
2014-01-03 16:00:00,0.958,0.971,0.91,0.215,0.139,0.091
2014-01-03 17:00:00,0.97,0.973,0.968,0.129,0.066,0.032
2014-01-03 18:00:00,0.964,0.973,0.973,0.077,0.036,0.023
2014-01-03 19:00:00,0.966,0.973,0.973,0.053,0.033,0.036
2014-01-03 20:00:00,0.969,0.97,0.972,0.055,0.048,0.064
2014-01-03 21:00:00,0.973,0.964,0.969,0.081,0.084,0.102
2014-01-03 22:00:00,0.968,0.938,0.955,0.136,0.141,0.145
2014-01-03 23:00:00,0.963,0.946,0.94,0.272,0.279,0.243
2014-01-04 00:00:00,0.968,0.967,0.948,0.405,0.425,0.365
2014-01-04 01:00:00,0.967,0.97,0.95,0.475,0.504,0.468
2014-01-04 02:00:00,0.969,0.971,0.95,0.491,0.555,0.56
2014-01-04 03:00:00,0.97,0.966,0.952,0.51,0.598,0.625
2014-01-04 04:00:00,0.972,0.966,0.955,0.559,0.625,0.639
2014-01-04 05:00:00,0.972,0.963,0.957,0.623,0.632,0.608
2014-01-04 06:00:00,0.97,0.954,0.957,0.708,0.641,0.563
