"time","placeholder","placeholder","placeholder"
2014-01-01 00:00:00,0,0,0
2014-01-01 01:00:00,0,0,0
2014-01-01 02:00:00,0,0,0
2014-01-01 03:00:00,0,0,0
2014-01-01 04:00:00,0,0,0
2014-01-01 05:00:00,0,0,0
2014-01-01 06:00:00,0,0,0
2014-01-01 07:00:00,0,0,0
2014-01-01 08:00:00,0,0,0
2014-01-01 09:00:00,0,0,0
2014-01-01 10:00:00,0,0,0
2014-01-01 11:00:00,0,0,0
2014-01-01 12:00:00,0,0,0
2014-01-01 13:00:00,0,0,0.001
2014-01-01 14:00:00,0.445,0.53,0.116
2014-01-01 15:00:00,0.671,0.741,0.542
2014-01-01 16:00:00,0.756,0.81,0.762
2014-01-01 17:00:00,0.787,0.83,0.824
2014-01-01 18:00:00,0.79,0.828,0.823
2014-01-01 19:00:00,0.778,0.811,0.807
2014-01-01 20:00:00,0.746,0.776,0.767
2014-01-01 21:00:00,0.681,0.714,0.697
2014-01-01 22:00:00,0.551,0.588,0.549
2014-01-01 23:00:00,0.257,0.236,0.15
2014-01-02 00:00:00,0,0,0
2014-01-02 01:00:00,0,0,0
2014-01-02 02:00:00,0,0,0
2014-01-02 03:00:00,0,0,0
2014-01-02 04:00:00,0,0,0
2014-01-02 05:00:00,0,0,0
2014-01-02 06:00:00,0,0,0
2014-01-02 07:00:00,0,0,0
2014-01-02 08:00:00,0,0,0
2014-01-02 09:00:00,0,0,0
2014-01-02 10:00:00,0,0,0
2014-01-02 11:00:00,0,0,0
2014-01-02 12:00:00,0,0,0
2014-01-02 13:00:00,0,0,0.015
2014-01-02 14:00:00,0.458,0.578,0.628
2014-01-02 15:00:00,0.702,0.785,0.808
2014-01-02 16:00:00,0.798,0.858,0.872
2014-01-02 17:00:00,0.841,0.887,0.897
2014-01-02 18:00:00,0.848,0.889,0.891
2014-01-02 19:00:00,0.836,0.873,0.878
2014-01-02 20:00:00,0.802,0.837,0.838
2014-01-02 21:00:00,0.732,0.771,0.767
2014-01-02 22:00:00,0.596,0.635,0.619
2014-01-02 23:00:00,0.284,0.269,0.194
2014-01-03 00:00:00,0,0,0
2014-01-03 01:00:00,0,0,0
2014-01-03 02:00:00,0,0,0
2014-01-03 03:00:00,0,0,0
2014-01-03 04:00:00,0,0,0
2014-01-03 05:00:00,0,0,0
2014-01-03 06:00:00,0,0,0
2014-01-03 07:00:00,0,0,0
2014-01-03 08:00:00,0,0,0
2014-01-03 09:00:00,0,0,0
2014-01-03 10:00:00,0,0,0
2014-01-03 11:00:00,0,0,0
2014-01-03 12:00:00,0,0,0
2014-01-03 13:00:00,0,0,0.016
2014-01-03 14:00:00,0.469,0.568,0.626
2014-01-03 15:00:00,0.693,0.77,0.795
2014-01-03 16:00:00,0.775,0.834,0.848
2014-01-03 17:00:00,0.805,0.857,0.866
2014-01-03 18:00:00,0.806,0.86,0.859
