"time","placeholder","placeholder","placeholder"
2007-01-01 00:00:00,0,0,0
2007-01-01 01:00:00,0,0,0
2007-01-01 02:00:00,0,0,0
2007-01-01 03:00:00,0,0,0
2007-01-01 04:00:00,0,0,0
2007-01-01 05:00:00,0,0,0
2007-01-01 06:00:00,0,0,0
2007-01-01 07:00:00,0,0,0
2007-01-01 08:00:00,0,0,0
2007-01-01 09:00:00,0,0,0
2007-01-01 10:00:00,0,0,0
2007-01-01 11:00:00,0,0,0
2007-01-01 12:00:00,0,0,0
2007-01-01 13:00:00,0,0,0.014
2007-01-01 14:00:00,0.439,0.547,0.609
2007-01-01 15:00:00,0.682,0.762,0.784
2007-01-01 16:00:00,0.777,0.837,0.848
2007-01-01 17:00:00,0.818,0.869,0.874
2007-01-01 18:00:00,0.827,0.876,0.873
2007-01-01 19:00:00,0.814,0.863,0.86
2007-01-01 20:00:00,0.775,0.828,0.82
2007-01-01 21:00:00,0.707,0.767,0.75
2007-01-01 22:00:00,0.547,0.634,0.603
2007-01-01 23:00:00,0.179,0.263,0.181
2007-01-02 00:00:00,0,0,0
2007-01-02 01:00:00,0,0,0
2007-01-02 02:00:00,0,0,0
2007-01-02 03:00:00,0,0,0
2007-01-02 04:00:00,0,0,0
2007-01-02 05:00:00,0,0,0
2007-01-02 06:00:00,0,0,0
2007-01-02 07:00:00,0,0,0
2007-01-02 08:00:00,0,0,0
2007-01-02 09:00:00,0,0,0
2007-01-02 10:00:00,0,0,0
2007-01-02 11:00:00,0,0,0
2007-01-02 12:00:00,0,0,0
2007-01-02 13:00:00,0,0,0.004
2007-01-02 14:00:00,0.057,0.091,0.322
2007-01-02 15:00:00,0.197,0.191,0.594
2007-01-02 16:00:00,0.395,0.301,0.734
2007-01-02 17:00:00,0.583,0.41,0.79
2007-01-02 18:00:00,0.752,0.482,0.803
2007-01-02 19:00:00,0.763,0.59,0.793
2007-01-02 20:00:00,0.711,0.733,0.77
2007-01-02 21:00:00,0.63,0.692,0.701
2007-01-02 22:00:00,0.464,0.488,0.529
2007-01-02 23:00:00,0.164,0.135,0.13
2007-01-03 00:00:00,0,0,0
2007-01-03 01:00:00,0,0,0
2007-01-03 02:00:00,0,0,0
2007-01-03 03:00:00,0,0,0
2007-01-03 04:00:00,0,0,0
2007-01-03 05:00:00,0,0,0
2007-01-03 06:00:00,0,0,0
2007-01-03 07:00:00,0,0,0
2007-01-03 08:00:00,0,0,0
2007-01-03 09:00:00,0,0,0
2007-01-03 10:00:00,0,0,0
2007-01-03 11:00:00,0,0,0
2007-01-03 12:00:00,0,0,0
2007-01-03 13:00:00,0,0,0
2007-01-03 14:00:00,0.212,0.303,0.114
2007-01-03 15:00:00,0.472,0.531,0.312
2007-01-03 16:00:00,0.274,0.615,0.483
2007-01-03 17:00:00,0.132,0.364,0.473
2007-01-03 18:00:00,0.152,0.109,0.167
2007-01-03 19:00:00,0.172,0.088,0.101
2007-01-03 20:00:00,0.343,0.067,0.079
2007-01-03 21:00:00,0.307,0.068,0.071
2007-01-03 22:00:00,0.15,0.076,0.059
2007-01-03 23:00:00,0.021,0.071,0.014
2007-01-04 00:00:00,0,0,0
2007-01-04 01:00:00,0,0,0
2007-01-04 02:00:00,0,0,0
2007-01-04 03:00:00,0,0,0
2007-01-04 04:00:00,0,0,0
2007-01-04 05:00:00,0,0,0
2007-01-04 06:00:00,0,0,0
2007-01-04 07:00:00,0,0,0
2007-01-04 08:00:00,0,0,0
2007-01-04 09:00:00,0,0,0
2007-01-04 10:00:00,0,0,0
2007-01-04 11:00:00,0,0,0
2007-01-04 12:00:00,0,0,0
2007-01-04 13:00:00,0,0,0
2007-01-04 14:00:00,0.358,0.252,0.054
2007-01-04 15:00:00,0.65,0.729,0.301
2007-01-04 16:00:00,0.744,0.814,0.665
2007-01-04 17:00:00,0.782,0.835,0.808
2007-01-04 18:00:00,0.789,0.834,0.81
2007-01-04 19:00:00,0.779,0.815,0.798
2007-01-04 20:00:00,0.747,0.778,0.759
2007-01-04 21:00:00,0.681,0.716,0.685
2007-01-04 22:00:00,0.553,0.591,0.527
2007-01-04 23:00:00,0.258,0.254,0.146
2007-01-05 00:00:00,0,0,0
2007-01-05 01:00:00,0,0,0
2007-01-05 02:00:00,0,0,0
2007-01-05 03:00:00,0,0,0
2007-01-05 04:00:00,0,0,0
2007-01-05 05:00:00,0,0,0
2007-01-05 06:00:00,0,0,0
2007-01-05 07:00:00,0,0,0
2007-01-05 08:00:00,0,0,0
