"time","placeholder","placeholder","placeholder"
2015-01-01 00:00:00,0,0,0
2015-01-01 01:00:00,0,0,0
2015-01-01 02:00:00,0,0,0
2015-01-01 03:00:00,0,0,0
2015-01-01 04:00:00,0,0,0
2015-01-01 05:00:00,0,0,0
2015-01-01 06:00:00,0,0,0
2015-01-01 07:00:00,0,0,0
2015-01-01 08:00:00,0,0,0
2015-01-01 09:00:00,0,0,0
2015-01-01 10:00:00,0,0,0
2015-01-01 11:00:00,0,0,0
2015-01-01 12:00:00,0,0,0
2015-01-01 13:00:00,0,0,0
2015-01-01 14:00:00,0.017,0.008,0.006
2015-01-01 15:00:00,0.072,0.043,0.024
2015-01-01 16:00:00,0.138,0.071,0.064
2015-01-01 17:00:00,0.209,0.11,0.095
2015-01-01 18:00:00,0.334,0.093,0.109
2015-01-01 19:00:00,0.409,0.085,0.087
2015-01-01 20:00:00,0.288,0.071,0.066
2015-01-01 21:00:00,0.148,0.053,0.042
2015-01-01 22:00:00,0.068,0.029,0.013
2015-01-01 23:00:00,0.015,0.002,0
2015-01-02 00:00:00,0,0,0
2015-01-02 01:00:00,0,0,0
2015-01-02 02:00:00,0,0,0
2015-01-02 03:00:00,0,0,0
2015-01-02 04:00:00,0,0,0
2015-01-02 05:00:00,0,0,0
2015-01-02 06:00:00,0,0,0
2015-01-02 07:00:00,0,0,0
2015-01-02 08:00:00,0,0,0
2015-01-02 09:00:00,0,0,0
2015-01-02 10:00:00,0,0,0
2015-01-02 11:00:00,0,0,0
2015-01-02 12:00:00,0,0,0
2015-01-02 13:00:00,0,0,0
2015-01-02 14:00:00,0.023,0.026,0.015
2015-01-02 15:00:00,0.086,0.085,0.057
2015-01-02 16:00:00,0.126,0.156,0.096
2015-01-02 17:00:00,0.156,0.179,0.108
2015-01-02 18:00:00,0.178,0.144,0.106
2015-01-02 19:00:00,0.158,0.13,0.075
2015-01-02 20:00:00,0.13,0.113,0.058
2015-01-02 21:00:00,0.101,0.067,0.036
2015-01-02 22:00:00,0.034,0.024,0.015
2015-01-02 23:00:00,0.006,0,0
2015-01-03 00:00:00,0,0,0
2015-01-03 01:00:00,0,0,0
2015-01-03 02:00:00,0,0,0
2015-01-03 03:00:00,0,0,0
2015-01-03 04:00:00,0,0,0
2015-01-03 05:00:00,0,0,0
2015-01-03 06:00:00,0,0,0
2015-01-03 07:00:00,0,0,0
2015-01-03 08:00:00,0,0,0
2015-01-03 09:00:00,0,0,0
2015-01-03 10:00:00,0,0,0
2015-01-03 11:00:00,0,0,0
2015-01-03 12:00:00,0,0,0
2015-01-03 13:00:00,0,0,0.004
2015-01-03 14:00:00,0.436,0.18,0.239
2015-01-03 15:00:00,0.693,0.718,0.599
2015-01-03 16:00:00,0.792,0.793,0.848
2015-01-03 17:00:00,0.839,0.873,0.878
2015-01-03 18:00:00,0.85,0.886,0.873
2015-01-03 19:00:00,0.844,0.876,0.858
2015-01-03 20:00:00,0.812,0.839,0.82
2015-01-03 21:00:00,0.741,0.773,0.752
2015-01-03 22:00:00,0.6,0.631,0.597
2015-01-03 23:00:00,0.276,0.26,0.177
2015-01-04 00:00:00,0,0,0
2015-01-04 01:00:00,0,0,0
2015-01-04 02:00:00,0,0,0
2015-01-04 03:00:00,0,0,0
2015-01-04 04:00:00,0,0,0
2015-01-04 05:00:00,0,0,0
2015-01-04 06:00:00,0,0,0
2015-01-04 07:00:00,0,0,0
2015-01-04 08:00:00,0,0,0
2015-01-04 09:00:00,0,0,0
2015-01-04 10:00:00,0,0,0
2015-01-04 11:00:00,0,0,0
2015-01-04 12:00:00,0,0,0
2015-01-04 13:00:00,0,0.001,0.016
2015-01-04 14:00:00,0.489,0.601,0.627
2015-01-04 15:00:00,0.705,0.805,0.808
2015-01-04 16:00:00,0.818,0.88,0.877
2015-01-04 17:00:00,0.864,0.9,0.9
2015-01-04 18:00:00,0.87,0.9,0.9
2015-01-04 19:00:00,0.858,0.9,0.896
2015-01-04 20:00:00,0.824,0.87,0.858
2015-01-04 21:00:00,0.753,0.803,0.785
2015-01-04 22:00:00,0.614,0.663,0.632
2015-01-04 23:00:00,0.294,0.294,0.208
2015-01-05 00:00:00,0,0,0
2015-01-05 01:00:00,0,0,0
2015-01-05 02:00:00,0,0,0
2015-01-05 03:00:00,0,0,0
2015-01-05 04:00:00,0,0,0
2015-01-05 05:00:00,0,0,0
2015-01-05 06:00:00,0,0,0
2015-01-05 07:00:00,0,0,0
2015-01-05 08:00:00,0,0,0
2015-01-05 09:00:00,0,0,0
2015-01-05 10:00:00,0,0,0
2015-01-05 11:00:00,0,0,0
2015-01-05 12:00:00,0,0,0
2015-01-05 13:00:00,0,0.001,0.02
2015-01-05 14:00:00,0.521,0.616,0.657
2015-01-05 15:00:00,0.729,0.806,0.815
2015-01-05 16:00:00,0.806,0.869,0.873
2015-01-05 17:00:00,0.837,0.894,0.894
2015-01-05 18:00:00,0.836,0.897,0.883
2015-01-05 19:00:00,0.823,0.88,0.869
2015-01-05 20:00:00,0.79,0.841,0.829
2015-01-05 21:00:00,0.715,0.769,0.757
2015-01-05 22:00:00,0.547,0.619,0.607
2015-01-05 23:00:00,0.181,0.235,0.171
2015-01-06 00:00:00,0,0,0
2015-01-06 01:00:00,0,0,0
2015-01-06 02:00:00,0,0,0
2015-01-06 03:00:00,0,0,0
2015-01-06 04:00:00,0,0,0
2015-01-06 05:00:00,0,0,0
2015-01-06 06:00:00,0,0,0
2015-01-06 07:00:00,0,0,0
2015-01-06 08:00:00,0,0,0
2015-01-06 09:00:00,0,0,0
2015-01-06 10:00:00,0,0,0
2015-01-06 11:00:00,0,0,0
2015-01-06 12:00:00,0,0,0
2015-01-06 13:00:00,0,0.002,0.019
2015-01-06 14:00:00,0.5,0.599,0.623
2015-01-06 15:00:00,0.714,0.785,0.803
2015-01-06 16:00:00,0.791,0.847,0.856
2015-01-06 17:00:00,0.82,0.872,0.874
2015-01-06 18:00:00,0.818,0.874,0.862
2015-01-06 19:00:00,0.802,0.859,0.848
2015-01-06 20:00:00,0.772,0.82,0.808
2015-01-06 21:00:00,0.701,0.753,0.735
2015-01-06 22:00:00,0.566,0.616,0.583
2015-01-06 23:00:00,0.259,0.279,0.192
2015-01-07 00:00:00,0,0,0
2015-01-07 01:00:00,0,0,0
2015-01-07 02:00:00,0,0,0
2015-01-07 03:00:00,0,0,0
2015-01-07 04:00:00,0,0,0
2015-01-07 05:00:00,0,0,0
2015-01-07 06:00:00,0,0,0
2015-01-07 07:00:00,0,0,0
2015-01-07 08:00:00,0,0,0
2015-01-07 09:00:00,0,0,0
2015-01-07 10:00:00,0,0,0
2015-01-07 11:00:00,0,0,0
2015-01-07 12:00:00,0,0,0
2015-01-07 13:00:00,0,0.001,0.008
2015-01-07 14:00:00,0.119,0.567,0.545
2015-01-07 15:00:00,0.359,0.773,0.775
2015-01-07 16:00:00,0.611,0.848,0.848
2015-01-07 17:00:00,0.688,0.881,0.879
2015-01-07 18:00:00,0.719,0.889,0.877
2015-01-07 19:00:00,0.753,0.878,0.869
2015-01-07 20:00:00,0.744,0.841,0.832
2015-01-07 21:00:00,0.657,0.766,0.749
2015-01-07 22:00:00,0.497,0.614,0.582
2015-01-07 23:00:00,0.176,0.262,0.18
2015-01-08 00:00:00,0,0,0
2015-01-08 01:00:00,0,0,0
2015-01-08 02:00:00,0,0,0
2015-01-08 03:00:00,0,0,0
2015-01-08 04:00:00,0,0,0
2015-01-08 05:00:00,0,0,0
2015-01-08 06:00:00,0,0,0
2015-01-08 07:00:00,0,0,0
2015-01-08 08:00:00,0,0,0
2015-01-08 09:00:00,0,0,0
2015-01-08 10:00:00,0,0,0
2015-01-08 11:00:00,0,0,0
2015-01-08 12:00:00,0,0,0
2015-01-08 13:00:00,0,0,0.005
2015-01-08 14:00:00,0.136,0.187,0.191
2015-01-08 15:00:00,0.242,0.19,0.221
2015-01-08 16:00:00,0.357,0.238,0.243
2015-01-08 17:00:00,0.409,0.298,0.268
2015-01-08 18:00:00,0.418,0.331,0.304
2015-01-08 19:00:00,0.395,0.305,0.266
2015-01-08 20:00:00,0.384,0.239,0.218
2015-01-08 21:00:00,0.394,0.167,0.22
2015-01-08 22:00:00,0.369,0.111,0.303
2015-01-08 23:00:00,0.145,0.058,0.091
2015-01-09 00:00:00,0,0,0
2015-01-09 01:00:00,0,0,0
2015-01-09 02:00:00,0,0,0
2015-01-09 03:00:00,0,0,0
2015-01-09 04:00:00,0,0,0
2015-01-09 05:00:00,0,0,0
2015-01-09 06:00:00,0,0,0
2015-01-09 07:00:00,0,0,0
2015-01-09 08:00:00,0,0,0
2015-01-09 09:00:00,0,0,0
2015-01-09 10:00:00,0,0,0
2015-01-09 11:00:00,0,0,0
2015-01-09 12:00:00,0,0,0
2015-01-09 13:00:00,0,0,0
2015-01-09 14:00:00,0.036,0.048,0.083
2015-01-09 15:00:00,0.072,0.152,0.201
2015-01-09 16:00:00,0.146,0.247,0.325
2015-01-09 17:00:00,0.182,0.321,0.382
2015-01-09 18:00:00,0.217,0.405,0.363
2015-01-09 19:00:00,0.175,0.465,0.293
2015-01-09 20:00:00,0.125,0.412,0.253
2015-01-09 21:00:00,0.103,0.292,0.185
2015-01-09 22:00:00,0.076,0.135,0.093
2015-01-09 23:00:00,0.024,0.019,0.013
2015-01-10 00:00:00,0,0,0
2015-01-10 01:00:00,0,0,0
2015-01-10 02:00:00,0,0,0
2015-01-10 03:00:00,0,0,0
2015-01-10 04:00:00,0,0,0
2015-01-10 05:00:00,0,0,0
2015-01-10 06:00:00,0,0,0
2015-01-10 07:00:00,0,0,0
2015-01-10 08:00:00,0,0,0
2015-01-10 09:00:00,0,0,0
2015-01-10 10:00:00,0,0,0
2015-01-10 11:00:00,0,0,0
2015-01-10 12:00:00,0,0,0
2015-01-10 13:00:00,0,0,0
2015-01-10 14:00:00,0.223,0.167,0.044
2015-01-10 15:00:00,0.474,0.428,0.107
2015-01-10 16:00:00,0.575,0.669,0.18
2015-01-10 17:00:00,0.626,0.781,0.272
2015-01-10 18:00:00,0.686,0.807,0.389
2015-01-10 19:00:00,0.704,0.793,0.455
2015-01-10 20:00:00,0.672,0.748,0.409
2015-01-10 21:00:00,0.573,0.658,0.261
2015-01-10 22:00:00,0.445,0.489,0.105
2015-01-10 23:00:00,0.188,0.163,0.008
2015-01-11 00:00:00,0,0,0
2015-01-11 01:00:00,0,0,0
2015-01-11 02:00:00,0,0,0
2015-01-11 03:00:00,0,0,0
2015-01-11 04:00:00,0,0,0
2015-01-11 05:00:00,0,0,0
2015-01-11 06:00:00,0,0,0
2015-01-11 07:00:00,0,0,0
2015-01-11 08:00:00,0,0,0
2015-01-11 09:00:00,0,0,0
2015-01-11 10:00:00,0,0,0
2015-01-11 11:00:00,0,0,0
2015-01-11 12:00:00,0,0,0
2015-01-11 13:00:00,0,0,0.001
2015-01-11 14:00:00,0.339,0.068,0.145
2015-01-11 15:00:00,0.589,0.308,0.419
2015-01-11 16:00:00,0.729,0.723,0.756
2015-01-11 17:00:00,0.766,0.781,0.83
2015-01-11 18:00:00,0.769,0.781,0.821
2015-01-11 19:00:00,0.75,0.758,0.807
2015-01-11 20:00:00,0.721,0.713,0.768
2015-01-11 21:00:00,0.649,0.63,0.688
2015-01-11 22:00:00,0.51,0.473,0.527
2015-01-11 23:00:00,0.213,0.16,0.176
2015-01-12 00:00:00,0,0,0
2015-01-12 01:00:00,0,0,0
2015-01-12 02:00:00,0,0,0
2015-01-12 03:00:00,0,0,0
2015-01-12 04:00:00,0,0,0
2015-01-12 05:00:00,0,0,0
2015-01-12 06:00:00,0,0,0
2015-01-12 07:00:00,0,0,0
2015-01-12 08:00:00,0,0,0
2015-01-12 09:00:00,0,0,0
2015-01-12 10:00:00,0,0,0
2015-01-12 11:00:00,0,0,0
2015-01-12 12:00:00,0,0,0
2015-01-12 13:00:00,0,0,0
2015-01-12 14:00:00,0.125,0.022,0.02
2015-01-12 15:00:00,0.194,0.095,0.063
2015-01-12 16:00:00,0.187,0.116,0.117
2015-01-12 17:00:00,0.214,0.153,0.147
2015-01-12 18:00:00,0.256,0.2,0.168
2015-01-12 19:00:00,0.312,0.224,0.156
2015-01-12 20:00:00,0.323,0.228,0.12
2015-01-12 21:00:00,0.378,0.23,0.09
2015-01-12 22:00:00,0.279,0.158,0.046
2015-01-12 23:00:00,0.063,0.035,0.006
2015-01-13 00:00:00,0,0,0
2015-01-13 01:00:00,0,0,0
2015-01-13 02:00:00,0,0,0
2015-01-13 03:00:00,0,0,0
2015-01-13 04:00:00,0,0,0
2015-01-13 05:00:00,0,0,0
2015-01-13 06:00:00,0,0,0
2015-01-13 07:00:00,0,0,0
2015-01-13 08:00:00,0,0,0
2015-01-13 09:00:00,0,0,0
2015-01-13 10:00:00,0,0,0
2015-01-13 11:00:00,0,0,0
2015-01-13 12:00:00,0,0,0
2015-01-13 13:00:00,0,0,0.003
2015-01-13 14:00:00,0.12,0.122,0.199
2015-01-13 15:00:00,0.28,0.235,0.373
2015-01-13 16:00:00,0.417,0.307,0.48
2015-01-13 17:00:00,0.526,0.393,0.543
2015-01-13 18:00:00,0.567,0.656,0.603
2015-01-13 19:00:00,0.534,0.672,0.668
2015-01-13 20:00:00,0.49,0.604,0.626
2015-01-13 21:00:00,0.436,0.466,0.561
2015-01-13 22:00:00,0.286,0.322,0.396
2015-01-13 23:00:00,0.082,0.087,0.112
2015-01-14 00:00:00,0,0,0
2015-01-14 01:00:00,0,0,0
2015-01-14 02:00:00,0,0,0
2015-01-14 03:00:00,0,0,0
2015-01-14 04:00:00,0,0,0
2015-01-14 05:00:00,0,0,0
2015-01-14 06:00:00,0,0,0
2015-01-14 07:00:00,0,0,0
2015-01-14 08:00:00,0,0,0
2015-01-14 09:00:00,0,0,0
2015-01-14 10:00:00,0,0,0
2015-01-14 11:00:00,0,0,0
2015-01-14 12:00:00,0,0,0
2015-01-14 13:00:00,0,0,0
2015-01-14 14:00:00,0.024,0.022,0.012
2015-01-14 15:00:00,0.091,0.064,0.04
2015-01-14 16:00:00,0.185,0.109,0.073
2015-01-14 17:00:00,0.284,0.162,0.107
2015-01-14 18:00:00,0.381,0.222,0.149
2015-01-14 19:00:00,0.408,0.237,0.141
2015-01-14 20:00:00,0.353,0.23,0.115
2015-01-14 21:00:00,0.296,0.212,0.095
2015-01-14 22:00:00,0.189,0.144,0.052
2015-01-14 23:00:00,0.054,0.032,0.007
2015-01-15 00:00:00,0,0,0
2015-01-15 01:00:00,0,0,0
2015-01-15 02:00:00,0,0,0
2015-01-15 03:00:00,0,0,0
2015-01-15 04:00:00,0,0,0
2015-01-15 05:00:00,0,0,0
2015-01-15 06:00:00,0,0,0
2015-01-15 07:00:00,0,0,0
2015-01-15 08:00:00,0,0,0
2015-01-15 09:00:00,0,0,0
2015-01-15 10:00:00,0,0,0
2015-01-15 11:00:00,0,0,0
2015-01-15 12:00:00,0,0,0
2015-01-15 13:00:00,0.003,0.007,0.027
2015-01-15 14:00:00,0.51,0.522,0.523
2015-01-15 15:00:00,0.712,0.713,0.706
2015-01-15 16:00:00,0.795,0.788,0.777
2015-01-15 17:00:00,0.828,0.821,0.807
2015-01-15 18:00:00,0.827,0.823,0.803
2015-01-15 19:00:00,0.812,0.809,0.79
2015-01-15 20:00:00,0.781,0.774,0.752
2015-01-15 21:00:00,0.709,0.697,0.669
2015-01-15 22:00:00,0.572,0.546,0.507
2015-01-15 23:00:00,0.267,0.213,0.173
2015-01-16 00:00:00,0,0,0
2015-01-16 01:00:00,0,0,0
2015-01-16 02:00:00,0,0,0
2015-01-16 03:00:00,0,0,0
2015-01-16 04:00:00,0,0,0
2015-01-16 05:00:00,0,0,0
2015-01-16 06:00:00,0,0,0
2015-01-16 07:00:00,0,0,0
2015-01-16 08:00:00,0,0,0
2015-01-16 09:00:00,0,0,0
2015-01-16 10:00:00,0,0,0
2015-01-16 11:00:00,0,0,0
2015-01-16 12:00:00,0,0,0
2015-01-16 13:00:00,0.003,0.003,0.03
2015-01-16 14:00:00,0.424,0.249,0.436
2015-01-16 15:00:00,0.683,0.453,0.558
2015-01-16 16:00:00,0.787,0.671,0.651
2015-01-16 17:00:00,0.824,0.797,0.761
2015-01-16 18:00:00,0.818,0.811,0.793
2015-01-16 19:00:00,0.792,0.788,0.795
2015-01-16 20:00:00,0.726,0.738,0.753
2015-01-16 21:00:00,0.553,0.662,0.661
2015-01-16 22:00:00,0.218,0.454,0.44
2015-01-16 23:00:00,0.041,0.1,0.07
2015-01-17 00:00:00,0,0,0
2015-01-17 01:00:00,0,0,0
2015-01-17 02:00:00,0,0,0
2015-01-17 03:00:00,0,0,0
2015-01-17 04:00:00,0,0,0
2015-01-17 05:00:00,0,0,0
2015-01-17 06:00:00,0,0,0
2015-01-17 07:00:00,0,0,0
2015-01-17 08:00:00,0,0,0
2015-01-17 09:00:00,0,0,0
2015-01-17 10:00:00,0,0,0
2015-01-17 11:00:00,0,0,0
2015-01-17 12:00:00,0,0,0
2015-01-17 13:00:00,0.005,0.017,0.018
2015-01-17 14:00:00,0.475,0.642,0.495
2015-01-17 15:00:00,0.66,0.77,0.774
2015-01-17 16:00:00,0.724,0.805,0.819
2015-01-17 17:00:00,0.748,0.805,0.816
2015-01-17 18:00:00,0.749,0.794,0.783
2015-01-17 19:00:00,0.716,0.778,0.749
2015-01-17 20:00:00,0.668,0.745,0.695
2015-01-17 21:00:00,0.587,0.671,0.6
2015-01-17 22:00:00,0.433,0.528,0.428
2015-01-17 23:00:00,0.158,0.211,0.132
2015-01-18 00:00:00,0,0,0
2015-01-18 01:00:00,0,0,0
2015-01-18 02:00:00,0,0,0
2015-01-18 03:00:00,0,0,0
2015-01-18 04:00:00,0,0,0
2015-01-18 05:00:00,0,0,0
2015-01-18 06:00:00,0,0,0
2015-01-18 07:00:00,0,0,0
